Date	Time	Event	Length	Data
2026/01/13	10:48:38.921	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 01 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 01 0F 0B 0F 08 0F 09 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 41
2026/01/13	10:48:40.429	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:40.484	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 01 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 01 0F 0B 0F 08 0F 09 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 42
2026/01/13	10:48:41.976	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:42.030	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 01 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 01 0F 0B 0F 08 0F 09 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 15 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 44
2026/01/13	10:48:43.560	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:43.565	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 01 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 01 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0B 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 45
2026/01/13	10:48:45.061	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:45.067	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 01 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 01 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 47
2026/01/13	10:48:46.558	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:46.616	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 01 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 01 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0F 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 48
2026/01/13	10:48:48.109	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:48.154	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 15 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 50
2026/01/13	10:48:49.708	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:49.756	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0B 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 51
2026/01/13	10:48:51.370	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:51.379	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 53
2026/01/13	10:48:52.810	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:52.860	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0F 0F 0C 0F 0C 0F 0C 0F 13 0F 15 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 54
2026/01/13	10:48:54.388	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:54.433	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 56
2026/01/13	10:48:55.938	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:55.988	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 58
2026/01/13	10:48:57.503	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:57.513	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 08 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 15 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 08 59
2026/01/13	10:48:59.020	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:48:59.072	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 00 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 00 0F 0B 0F 08 0F 09 0F 07 0F 09 0F 0E 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 10 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 09 01
2026/01/13	10:49:00.586	TX	8	09 04 14 00 00 6C F4 9F
2026/01/13	10:49:00.617	RX	217	D8 F0 8A 00 02 40 00 80 04 25 23 00 00 01 00 07 52 16 6C 00 00 00 00 10 68 00 00 00 00 28 00 2C D8 2A 05 00 28 00 04 03 A9 00 71 00 00 00 00 00 00 15 12 0F 1B 0F 01 15 11 00 00 00 00 00 80 30 37 00 D1 00 D1 00 FA 00 FA 00 00 00 00 00 0E 00 0E 00 D1 00 D1 00 D2 00 DF 00 FA 01 94 00 FA 00 00 0F 01 0F 0B 0F 07 0F 08 0F 07 0F 09 0F 0F 0F 0C 0F 0C 0F 0C 0F 13 0F 16 0F 1B 0F 11 00 00 00 00 50 61 6E 61 73 6F 6E 69 63 00 00 00 00 00 00 00 42 4A 2D 44 43 42 30 36 42 2D 00 00 00 00 00 00 2C 4E 00 04 00 00 01 11 00 10 07 12 06 02 00 24 32 32 30 32 31 34 41 53 44 34 30 30 34 47 46 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 06 07 20 09 02
2026/01/13	10:49:02.174	TX	8	09 04 14 00 00 6C F4 9F
