Date	Time	Event	Length	Data
2026/01/13	02:01:11.731			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.MF => [50.0, 5.0, 0.0, 2.0, 600.0000610351562, 3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -50.0, 0.0, 30.0, 30.0, 600.0, 1.194640759649701e-07, 0.20569999516010284, 0.0, 0.0, 0.0, 0.20569999516010284, 0.0]
2026/01/13	02:01:11.731			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.Tag1 => 50.0
2026/01/13	02:01:12.231	TX FC3	12	00 37 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:12.303	TX FC3	12	00 01 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:12.351	RX FC3	109	00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 01 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 34 00 46 09 40 4E 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 40 4E 3E 53 00 00 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:12.351	TX FC3	12	00 01 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:12.351	RX FC3	101	64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 01 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 34 00 46 09 40 4E 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 40 4E 3E 53 00 00 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:13.361	TX FC4	12	00 39 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:13.457	TX FC4	12	00 01 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:13.474	RX FC4	11	00 01 00 00 00 05 01 04 02 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:13.474	TX FC4	12	00 01 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:13.474	RX FC4	3	02 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:13.594	TX FC6	12	00 3A 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:13.594	TX FC6	12	00 01 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:13.594	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 00 00 42 34   (unit=1)
2026/01/13	02:01:13.595			OPC: TX: OPC->Modbus WRITE_OK: Channel2.Device1.MF
2026/01/13	02:01:13.600	RX FC16	12	00 01 00 00 00 06 01 10 00 5F 00 02   (unit=1)
2026/01/13	02:01:13.751			OPC: TX: OPC->Modbus WRITE_CALL: Channel2.Device1.MF => [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026/01/13	02:01:13.789	TX FC16	17	00 3B 00 00 00 0B 01 10 00 5F 00 02 04 42 48 00 00   (unit=1)
2026/01/13	02:01:13.789	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 42 48 00 00   (unit=1)
2026/01/13	02:01:13.789	TX FC6	12	00 3C 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:13.789	TX FC6	12	00 01 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:13.790	RX FC95	4	00 5F 00 02   (unit=0)
2026/01/13	02:01:13.790			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.Tag1
2026/01/13	02:01:13.843	RX FC95	4	00 5F 00 00   (unit=0)
2026/01/13	02:01:13.844			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.MF
2026/01/13	02:01:13.967			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.MF => [45.0, 5.0, 0.0, 2.0, 600.0000610351562, 3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -50.0, 0.0, 30.0, 30.0, 600.0, 1.194640759649701e-07, 0.20650000870227814, 0.0, 0.0, 0.0, 0.20650000870227814, 0.0]
2026/01/13	02:01:13.968			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.Tag1 => 45.0
2026/01/13	02:01:14.484	TX FC1	12	00 3E 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:14.510	TX FC1	12	00 01 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:14.516	RX FC1	10	00 01 00 00 00 04 01 01 01 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:14.516	TX FC1	12	00 01 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:14.516	RX FC1	2	01 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:15.521	TX FC2	12	00 40 00 00 00 06 01 02 00 6C 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:15.548	TX FC2	12	00 01 00 00 00 06 01 02 00 6C 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:15.554	RX FC2	10	00 01 00 00 00 04 01 02 01 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:15.554	TX FC2	12	00 01 00 00 00 06 01 02 00 6C 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:15.554	RX FC2	2	01 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:15.796	TX FC6	12	00 41 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:15.796	TX FC6	12	00 01 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:15.797			OPC: TX: OPC->Modbus WRITE_OK: Channel2.Device1.MF
2026/01/13	02:01:15.999			OPC: TX: OPC->Modbus WRITE_CALL: Channel2.Device1.MF => [3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -100.0, 0.0, 30.0, 30.0]
2026/01/13	02:01:16.014	TX FC16	17	00 42 00 00 00 0B 01 10 00 5F 00 02 04 42 34 00 00   (unit=1)
2026/01/13	02:01:16.014	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 42 34 00 00   (unit=1)
2026/01/13	02:01:16.014	TX FC6	12	00 43 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:16.014	TX FC6	12	00 01 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:16.015	RX FC95	4	00 5F 00 02   (unit=0)
2026/01/13	02:01:16.015			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.Tag1
2026/01/13	02:01:16.063	RX FC95	4	00 5F 00 00   (unit=0)
2026/01/13	02:01:16.128			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.MF
2026/01/13	02:01:16.201			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.MF => [50.0, 5.0, 0.0, 2.0, 600.0000610351562, 3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -50.0, 0.0, 30.0, 30.0, 600.0, 1.194640759649701e-07, 0.20569999516010284, 0.0, 0.0, 0.0, 0.20569999516010284, 0.0]
2026/01/13	02:01:16.201			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.Tag1 => 50.0
2026/01/13	02:01:16.557	TX FC3	12	00 45 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:16.588	TX FC3	12	00 01 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:16.594	RX FC3	109	00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 01 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 34 00 46 09 F1 A8 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 F1 A8 3E 52 00 00 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:16.594	TX FC3	12	00 01 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:16.594	RX FC3	101	64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 01 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 34 00 46 09 F1 A8 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 F1 A8 3E 52 00 00 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:17.610	TX FC4	12	00 47 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:17.717	TX FC4	12	00 01 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:17.722	RX FC4	11	00 01 00 00 00 05 01 04 02 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:17.722	TX FC4	12	00 01 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:17.722	RX FC4	3	02 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:18.060	TX FC6	12	00 48 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:18.060	TX FC6	12	00 01 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:18.061			OPC: TX: OPC->Modbus WRITE_OK: Channel2.Device1.MF
2026/01/13	02:01:18.231			OPC: TX: OPC->Modbus WRITE_CALL: Channel2.Device1.MF => [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026/01/13	02:01:18.246	TX FC6	12	00 49 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:18.246	TX FC16	17	00 4A 00 00 00 0B 01 10 00 5F 00 02 04 42 48 00 00   (unit=1)
2026/01/13	02:01:18.246	TX FC6	12	00 01 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:18.246	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 42 48 00 00   (unit=1)
2026/01/13	02:01:18.246	RX FC95	4	00 5F 00 00   (unit=0)
2026/01/13	02:01:18.247			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.MF
2026/01/13	02:01:18.295	RX FC95	4	00 5F 00 02   (unit=0)
2026/01/13	02:01:18.450			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.Tag1
2026/01/13	02:01:18.461			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.MF => [45.0, 5.0, 0.0, 2.0, 600.0000610351562, 3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -50.0, 0.0, 30.0, 30.0, 600.0, 1.194640759649701e-07, 0.20650000870227814, 0.0, 0.0, 0.0, 0.20650000870227814, 0.0]
2026/01/13	02:01:18.462			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.Tag1 => 45.0
2026/01/13	02:01:18.735	TX FC1	12	00 4C 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:18.761	TX FC1	12	00 01 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:18.767	RX FC1	10	00 01 00 00 00 04 01 01 01 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:18.767	TX FC1	12	00 01 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:18.767	RX FC1	2	01 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:19.785	TX FC2	12	00 4E 00 00 00 06 01 02 00 6C 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:19.812	TX FC2	12	00 01 00 00 00 06 01 02 00 6C 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:19.817	RX FC2	10	00 01 00 00 00 04 01 02 01 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:19.817	TX FC2	12	00 01 00 00 00 06 01 02 00 6C 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:19.817	RX FC2	2	01 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:19.983	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 00 00 42 48   (unit=1)
2026/01/13	02:01:20.033	RX FC16	12	00 01 00 00 00 06 01 10 00 5F 00 02   (unit=1)
2026/01/13	02:01:20.293	TX FC6	12	00 4F 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:20.293	TX FC6	12	00 01 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:20.294			OPC: TX: OPC->Modbus WRITE_OK: Channel2.Device1.MF
2026/01/13	02:01:20.464			OPC: TX: OPC->Modbus WRITE_CALL: Channel2.Device1.MF => [3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -100.0, 0.0, 30.0, 30.0]
2026/01/13	02:01:20.557	TX FC16	17	00 50 00 00 00 0B 01 10 00 5F 00 02 04 42 34 00 00   (unit=1)
2026/01/13	02:01:20.557	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 42 34 00 00   (unit=1)
2026/01/13	02:01:20.557	RX FC95	4	00 5F 00 02   (unit=0)
2026/01/13	02:01:20.558			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.Tag1
2026/01/13	02:01:20.572	TX FC6	12	00 51 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:20.572	TX FC6	12	00 01 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:20.572	RX FC95	4	00 5F 00 00   (unit=0)
2026/01/13	02:01:20.573			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.MF
2026/01/13	02:01:20.666			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.MF => [50.0, 5.0, 0.0, 2.0, 600.0000610351562, 3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -50.0, 0.0, 30.0, 30.0, 600.0, 1.194640759649701e-07, 0.20569999516010284, 0.0, 0.0, 0.0, 0.20569999516010284, 0.0]
2026/01/13	02:01:20.666			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.Tag1 => 50.0
2026/01/13	02:01:20.891	TX FC3	12	00 53 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:20.901	TX FC3	12	00 01 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:20.907	RX FC3	109	00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 01 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 34 00 46 09 26 16 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 26 16 3E 53 00 00 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:20.907	TX FC3	12	00 01 00 00 00 06 01 03 00 5F 00 32   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:20.907	RX FC3	101	64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 01 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 34 00 46 09 26 16 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 26 16 3E 53 00 00 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:21.969	TX FC4	12	00 55 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:22.063	TX FC4	12	00 01 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:22.070	RX FC4	11	00 01 00 00 00 05 01 04 02 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:22.070	TX FC4	12	00 01 00 00 00 06 01 04 00 5D 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:22.070	RX FC4	3	02 00 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:22.515	TX FC6	12	00 56 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:22.515	TX FC6	12	00 01 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:22.516			OPC: TX: OPC->Modbus WRITE_OK: Channel2.Device1.MF
2026/01/13	02:01:22.701			OPC: TX: OPC->Modbus WRITE_CALL: Channel2.Device1.MF => [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026/01/13	02:01:22.716	TX FC6	12	00 57 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:22.716	TX FC6	12	00 01 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:22.716	RX FC95	4	00 5F 00 00   (unit=0)
2026/01/13	02:01:22.717			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.MF
2026/01/13	02:01:22.746	TX FC16	17	00 58 00 00 00 0B 01 10 00 5F 00 02 04 42 48 00 00   (unit=1)
2026/01/13	02:01:22.765	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 42 48 00 00   (unit=1)
2026/01/13	02:01:22.860	RX FC95	4	00 5F 00 02   (unit=0)
2026/01/13	02:01:22.865			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.Tag1
2026/01/13	02:01:22.902			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.MF => [45.0, 5.0, 0.0, 2.0, 600.0000610351562, 3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -50.0, 0.0, 30.0, 30.0, 600.0, 1.194640759649701e-07, 0.20650000870227814, 0.0, 0.0, 0.0, 0.20650000870227814, 0.0]
2026/01/13	02:01:22.902			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.Tag1 => 45.0
2026/01/13	02:01:23.073	TX FC1	12	00 5A 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:23.078	TX FC1	12	00 01 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:23.084	RX FC1	10	00 01 00 00 00 04 01 01 01 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:23.084	TX FC1	12	00 01 00 00 00 06 01 01 00 67 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:23.084	RX FC1	2	01 00   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:23.731	TX FC2	12	00 5B 00 00 00 06 01 02 00 6C 00 01   (unit=1, host=192.168.11.10, port=502)
2026/01/13	02:01:24.748	TX FC6	12	00 5C 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:24.748	TX FC6	12	00 01 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:24.749			OPC: TX: OPC->Modbus WRITE_OK: Channel2.Device1.MF
2026/01/13	02:01:24.934			OPC: TX: OPC->Modbus WRITE_CALL: Channel2.Device1.MF => [3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -100.0, 0.0, 30.0, 30.0]
2026/01/13	02:01:24.949	TX FC16	17	00 5D 00 00 00 0B 01 10 00 5F 00 02 04 42 34 00 00   (unit=1)
2026/01/13	02:01:24.949	TX FC16	17	00 01 00 00 00 0B 01 10 00 5F 00 02 04 42 34 00 00   (unit=1)
2026/01/13	02:01:24.964	TX FC6	12	00 5E 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:24.965	TX FC6	12	00 01 00 00 00 06 01 06 00 5F 00 00   (unit=1)
2026/01/13	02:01:24.965	RX FC95	4	00 5F 00 02   (unit=0)
2026/01/13	02:01:24.965	RX FC95	4	00 5F 00 00   (unit=0)
2026/01/13	02:01:24.966			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.Tag1
2026/01/13	02:01:24.966			OPC: TX: OPC->Modbus WRITE_OK: Channel1.Device1.MF
2026/01/13	02:01:25.225			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.MF => [50.0, 5.0, 0.0, 2.0, 600.0000610351562, 3.0, 25.0, 5.0, 25.0, 0.0, 0.0, 0.0, 0.0, -50.0, 0.0, 30.0, 30.0, 600.0, 1.194640759649701e-07, 0.20569999516010284, 0.0, 0.0, 0.0, 0.20569999516010284, 0.0]
2026/01/13	02:01:25.225			OPC: TX: OPC->Modbus WRITE_CALL: Channel1.Device1.Tag1 => 50.0
2026/01/13	02:01:26.984	TX FC6	12	00 5F 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:26.984	TX FC6	12	00 01 00 00 00 06 01 06 00 6A 00 00   (unit=1)
2026/01/13	02:01:26.985			OPC: TX: OPC->Modbus WRITE_OK: Channel2.Device1.MF
2026/01/13	02:01:27.170			OPC: TX: OPC->Modbus WRITE_CALL: Channel2.Device1.MF => [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
