時間	通訊碼
01:06:44.888	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:44.894	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 40 4E 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 40 4E 3E 53 00 00 00 00 |
01:06:45.199	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:45.212	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:45.903	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:45.909	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 74 BB 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 74 BB 3E 53 00 00 00 00 |
01:06:46.237	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:46.253	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:46.928	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:46.935	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA C3 60 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 C3 60 3E 53 00 00 00 00 |
01:06:47.297	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:47.310	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:47.987	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:48.009	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA F7 CE 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 F7 CE 3E 53 00 00 00 00 |
01:06:48.349	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:48.364	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:49.024	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:49.033	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 95 18 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 95 18 3E 54 00 00 00 00 |
01:06:49.404	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:49.417	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:50.072	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:50.078	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA E3 BD 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 E3 BD 3E 54 00 00 00 00 |
01:06:50.450	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:50.464	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:51.111	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:51.116	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA C9 86 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 C9 86 3E 54 00 00 00 00 |
01:06:51.499	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:51.513	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:52.149	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:52.154	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 4C 9A 3E 55 00 00 00 00 00 00 00 00 00 00 00 00 4C 9A 3E 55 00 00 00 00 |
01:06:52.552	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:52.565	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:53.164	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:53.169	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 4C 98 3E 55 00 00 00 00 00 00 00 00 00 00 00 00 4C 98 3E 55 00 00 00 00 |
01:06:53.608	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:53.622	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:54.215	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:54.220	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 95 18 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 95 18 3E 54 00 00 00 00 |
01:06:54.665	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:54.681	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:55.254	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:55.259	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA AF 4E 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 AF 4E 3E 54 00 00 00 00 |
01:06:55.700	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:55.716	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:56.293	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:56.298	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 2C 3B 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 2C 3B 3E 54 00 00 00 00 |
01:06:56.586	WRITE_CALL: FC16 addr=95 values=0000 4248
01:06:56.586	TX: | 00 01 00 00 00 0B 01 10 00 5F 00 02 04 00 00 42 48 |
01:06:56.592	RX: | 00 01 00 00 00 06 01 10 00 5F 00 02 |
01:06:56.738	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:56.755	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:57.319	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:57.327	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA DD 98 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 DD 98 3E 53 00 00 00 00 |
01:06:57.795	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:57.809	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:58.367	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:58.374	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA DD 98 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 DD 98 3E 53 00 00 00 00 |
01:06:58.845	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:58.860	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:06:59.404	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:06:59.409	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA DD 98 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 DD 98 3E 53 00 00 00 00 |
01:06:59.884	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:06:59.898	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:00.442	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:00.447	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA DD 98 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 DD 98 3E 53 00 00 00 00 |
01:07:00.951	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:00.972	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:01.483	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:01.488	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA F7 CE 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 F7 CE 3E 53 00 00 00 00 |
01:07:02.010	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:02.024	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:02.523	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:02.529	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA A9 2B 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 A9 2B 3E 53 00 00 00 00 |
01:07:03.064	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:03.078	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:03.562	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:03.567	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 74 BD 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 74 BD 3E 53 00 00 00 00 |
01:07:04.120	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:04.132	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:04.600	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:04.605	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA F7 CE 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 F7 CE 3E 53 00 00 00 00 |
01:07:05.174	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:05.187	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:05.639	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:05.644	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 2C 3D 3E 54 00 00 00 00 00 00 00 00 00 00 00 00 12 05 3E 54 00 00 00 00 |
01:07:06.231	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:06.244	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:06.680	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:06.687	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA C3 60 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 C3 60 3E 53 4A 00 B9 9D |
01:07:07.287	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:07.301	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:07.722	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:07.727	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 40 4E 3E 53 00 00 00 00 00 00 00 00 00 00 00 00 40 4E 3E 53 00 00 00 00 |
01:07:08.342	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:08.356	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:08.746	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:08.752	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA BD 3D 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 BD 3D 3E 52 00 00 00 00 |
01:07:09.380	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:09.394	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:09.798	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:09.804	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 54 60 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 54 60 3E 52 00 00 00 00 |
01:07:10.415	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:10.428	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:10.847	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:10.853	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 3A 2A 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 3A 2A 3E 52 00 00 00 00 |
01:07:11.468	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:11.482	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:11.889	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:11.894	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 3A 2A 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 3A 2A 3E 52 00 00 00 00 |
01:07:12.524	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:12.538	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:12.927	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:12.933	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 48 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 1F F3 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 1F F3 3E 52 00 00 00 00 |
01:07:13.072	WRITE_CALL: FC16 addr=95 values=0000 4234
01:07:13.072	TX: | 00 01 00 00 00 0B 01 10 00 5F 00 02 04 00 00 42 34 |
01:07:13.112	RX: | 00 01 00 00 00 06 01 10 00 5F 00 02 |
01:07:13.578	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:13.591	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:13.941	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:13.948	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 05 BD 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 05 BD 3E 52 00 00 00 00 |
01:07:14.634	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
01:07:14.649	RX: | 00 01 00 00 00 33 01 03 30 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 C8 00 00 00 00 00 00 41 F0 00 00 41 F0 |
01:07:14.994	TX: | 00 01 00 00 00 06 01 03 00 5F 00 32 |
01:07:15.000	RX: | 00 01 00 00 00 67 01 03 64 00 00 42 34 00 00 40 A0 00 00 00 00 00 00 40 00 00 00 44 16 00 00 40 40 00 00 41 C8 00 00 40 A0 00 00 41 C8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C2 48 00 00 00 00 00 00 41 F0 00 00 41 F0 00 00 44 16 26 00 46 FA 05 BD 3E 52 00 00 00 00 00 00 00 00 00 00 00 00 05 BD 3E 52 00 00 00 00 |
01:07:15.689	TX: | 00 01 00 00 00 06 01 03 00 6A 00 18 |
